id,filename,status,processed_at,processing_time_seconds,nome_produto,nome_produto_confidence,fabricante,fabricante_confidence,numero_onu,numero_onu_confidence,numero_onu_status,numero_onu_message,numero_cas,numero_cas_confidence,numero_cas_status,numero_cas_message,classificacao_onu,classificacao_onu_confidence,classificacao_onu_status,classificacao_onu_message,grupo_embalagem,grupo_embalagem_confidence,incompatibilidades,incompatibilidades_confidence
104,"14745 XHD 6710 3,25 FDS.pdf",success,2025-11-19 14:45:12.280813,21.552738026999577,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,2004,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,4.2,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,"Oxidantes fortes, ácidos fortes, bases fortes",0.6
101,14687 SPIRAX S2 A 90 FDS.PDF,success,2025-11-19 14:45:12.132731,26.401586894000506,Shell Spirax S2 A 90,0.88,BLUEWAY TRADING IMPORTAÇÃO E EXPORTAÇÃO S.A.,0.8,0022,0.85,warning,,64742-54-7,0.8,warning,,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,Oxidizing agents. Strong acids.,0.7
103,14742 xyron-22-23 FDS.pdf,success,2025-11-19 14:45:06.159099,14.705665243000112,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,2004,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,4.2,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,"Água, ar, oxidantes fortes, ácidos, álcoois, halogênios. Reage violentamente com essas substâncias, podendo causar incêndio ou explosão.",0.6
92,12913 BITMEX 250 SL FDS.pdf,success,2025-11-19 14:45:02.380146,39.89530646200001,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,valid,,NAO ENCONTRADO,1.0,valid,,,1.0,valid,,,1.0,,
98,14148 U46BR_FDS.pdf,success,2025-11-19 14:44:56.243819,24.335776003998035,U 46 BR.,0.75,SUMITOMO CHEMICAL BRASIL INDUSTRIA QUIMICA S.A.,0.8,2138,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"Materiais oxidantes fortes, ácidos fortes e bases fortes.",0.7
96,13752 DINAMIC FDS.pdf,success,2025-11-19 14:44:55.582712,25.068813465000854,Dinamic.,0.75,UPL do Brasil Indústria e Comércio de Insumos,0.8,3077,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,9,0.7,warning,,III,0.8,"Tert-Butanol is stable under normal conditions but reacts violently with strong oxidizing agents. It has no listed carcinogenic, mutagenic, or reproductive toxicity effects. Avoid heat and ignition sources.",0.8
95,13383 SANDET BACT BUS FDS.pdf,success,2025-11-19 14:44:51.038935,22.502233390001493,BACT BUS VERÃO,0.88,SANDET QUÍMICA LTDA.,0.72,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"Combustíveis, materiais orgânicos, materiais inflamáveis, agentes redutores, metais em pó, ácidos, umidade e fontes de calor.",0.7
90,12872 UP-STAGE FDS.pdf,success,2025-11-19 14:44:49.378268,35.151280400998075,Up-Stage,0.75,UPL do Brasil Indústria e Comércio de Insumos,0.8,3082,0.95,valid,,81777-89-1,0.8,warning,,9,0.7,warning,,III,0.8,"Clomazone is stable in normal conditions, toxic to aquatic life, and has no listed carcinogenic properties. It is used as an herbicide with low toxicity to humans. Safety precautions include avoiding ingestion and ensuring proper ventilation.",0.8
93,12913 Contain+480_30853338_SDS_CPA_BR_pt_4-1.pdf,success,2025-11-19 14:44:46.749668,22.77166959200258,Contain 480,0.75,BASF S.A.,0.72,3214,0.85,warning,,81334-34-1,0.8,warning,,5.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
89,12854 ANCOSAR FDS.pdf,success,2025-11-19 14:44:44.017250,32.82550736900157,Ancosar720,0.75,SIPCAMNICHINOBRASILS.A.,0.8,1978,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,2.1,0.7,warning,,,0.0,,
84,12260 VARETA SOLDA NICROSOL TIG FDS.pdf,success,2025-11-19 14:44:42.155767,38.482741644998896,Toxidade para órgãos-alvo específicos –Exposição única –categoria 3,0.75,NicrosolIndústriaeComérciodeSoldasEspeciais,0.8,1986,0.85,warning,,7429-90-5,0.8,warning,,1,0.78,warning,,I,0.0,"Ácidos, bases fortes, oxidantes fortes, halogênios, água, materiais inflamáveis.",0.9
85,12515 LOCTITE 277 FDS.PDF,success,2025-11-19 14:44:39.944878,32.72181597599774,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,2011,0.85,warning,,79-41-4,0.8,warning,,4.3,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,,
86,12722 JUMP FDS.pdf,success,2025-11-19 14:44:37.994428,29.423974972,Jump.,0.75,ADAMA BRASIL S/A,0.8,3077,0.95,valid,,330-54-1,0.8,warning,,9,0.7,warning,,III,0.8,,
12,00380 MS LUB SCHULZ FDS.pdf,success,2025-11-19 14:44:26.688179,32.740934853998624,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,valid,,NAO ENCONTRADO,1.0,valid,,,1.0,valid,,,1.0,UN 2025 oil is stable under normal conditions; incompatible with oxidizers; no hazardous reactions or polymerization under normal use. Safety data sheets advise against contact with skin and eyes.,0.8
83,12260 ESSEN MS 73 IG FDS.pdf,success,2025-11-19 14:44:25.902008,22.581593625000096,ESSEN MS 73 IG,0.75,Uniweld INDÚSTRIA DE ELETRODOS LTDA.,0.72,0090,0.85,warning,,7440-44-0,0.8,warning,,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
81,"10907 ESSEN CR MO 5,00 FDS.pdf",success,2025-11-19 14:44:25.831430,26.6170085699996,ESSEN CR MO 1 KB,0.75,Uniweld INDÚSTRIA DE ELETRODOS LTDA.,0.72,1788,0.85,warning,,7440-44-0,0.8,warning,,8.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,"Ácidos fortes, oxidantes fortes, halogênios, ar, umidade, água, materiais combustíveis.",0.7
82,"10908 ESSEN CN 37 HL 3,25 FDS.pdf",success,2025-11-19 14:44:22.527805,22.007706997999776,ESSEN CN 37 HL,0.75,Uniweld INDÚSTRIA DE ELETRODOS LTDA.,0.72,0075,0.85,warning,,7440-44-0,0.8,warning,,1.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"Oxidantes fortes, ar, umidade. Pode reagir violentamente com oxidantes fortes, gerando risco de incêndio ou explosão. Em contato com o ar, pode oxidar-se lentamente, gerando calor. A umidade pode acelerar a oxidação e a liberação de gases inflamáveis.",0.7
77,09746  FDS_Combine 500 SC-FDS 1 1.pdf,success,2025-11-19 14:44:20.317609,33.59488031700312,COMBINE 500 SC 29/05/2023,0.75,Nome: PROVENTIS LIFESCIENCE DEFENSIVOS AGRÍCOLAS LTDA.,0.8,3082,0.95,valid,,34014-18-1,0.8,warning,,9,0.7,warning,,III,0.8,"Agentes oxidantes fortes, ácidos fortes, bases fortes.",0.8
79,10656 DOT 4 FISPQ.pdf,success,2025-11-19 14:44:15.992830,19.667095774999325,FLUIDO PARA FREIOS DOT 4 PLUS,0.75,ZF Automotive Brasil Ltda,0.72,1060,0.85,warning,,10043-35-3,0.8,warning,,2.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"Metais alcalinos e alcalino terrosos, materiais orgânicos, oxidantes fortes.",0.7
78,09746 FORTALEZABR-FDS.pdf,success,2025-11-19 14:44:09.317101,18.022803201001807,Mistura,0.75,NAO ENCONTRADO,0.0,1131,0.85,warning,,34014-18-1,0.8,warning,,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,"Oxidantes fortes, ácidos fortes, bases fortes",0.7
73,08447 ESPUMA DE POLIURETANO MUNDIAL PRIME_FDS.pdf,success,2025-11-19 14:44:08.822667,31.14430712399917,ESPUMA DE POLIURETANO,0.75,AEROFLEX INDUSTRIA DE AEROSOL LTDA,0.8,1950,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,2.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"Materiais inflamáveis, materiais combustíveis, agentes redutores, metais, ácidos, bases, água (dependendo dos componentes da espuma de poliuretano)",0.7
76,09429 SHELL SPIRAX S3 ATF FDS.PDF,success,2025-11-19 14:44:06.877016,21.338473789001,Shell Spirax S3 ATF MD3,0.88,BLUEWAY TRADING IMPORTAÇÃO E EXPORTAÇÃO S.A.,0.8,0022,0.85,warning,,64742-54-7,0.8,warning,,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,Oxidantes fortes,0.7
75,09429 LUBRAX_ATF_TA FDS.pdf,success,2025-11-19 14:44:05.474543,19.79502794099972,Mistura,0.75,Vibra Energia S.A.,0.72,2024,0.85,warning,,64742-55-8,0.8,warning,,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,Agentes oxidantes fortes,0.8
74,08549 DISTINTOBR-FDS.pdf,success,2025-11-19 14:44:04.908786,23.36424134000117,Mistura,0.75,NAO ENCONTRADO,0.0,2016,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"Agentes oxidantes fortes, ácidos fortes, bases fortes.",0.7
71,08194 ADESIVO INDUSTRIAL 3 M FDS.pdf,success,2025-11-19 14:44:04.051085,32.582317722997686,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1133,0.95,valid,,108-95-2,0.8,warning,,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.8,"Oxidantes fortes, ácidos, aldeídos, anidridos, fenóis, materiais orgânicos, cobre, borracha sintética",0.8
69,07490 ADESIVO ARALDITE PROFISSIONAL - PARTE B - ENDURECEDOR FDS.pdf,success,2025-11-19 14:44:00.053255,31.477691936001065,Mistura,0.75,NAO ENCONTRADO,0.0,1962,0.85,warning,,10563-29-8,0.8,warning,,2.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,Pode reagir violentamente com oxidantes fortes e materiais combustíveis. Evitar contato com cobre e suas ligas.,0.6
72,08377 SUGAR GLIDE 25000 FDS.pdf,success,2025-11-19 14:43:58.361117,25.0722460399993,SUGAR GLIDE 25000,0.75,FUCHS LUBRIFICANTES DO BRASIL LTDA.,0.8,1978,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,2.1,0.7,warning,,,0.0,"Agentes oxidantes fortes, materiais inflamáveis, calor e fontes de ignição.",0.6
68,07490 ADESIVO ARALDITE PROFISSIONAL - PARTE A - RESINA FDS.pdf,success,2025-11-19 14:43:57.247488,33.829441617002885,Mistura,0.75,NAO ENCONTRADO,0.0,1962,0.85,warning,,1675-54-3,0.8,warning,,2.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"Agentes oxidantes fortes, ácidos fortes.",0.75
65,07396 ARALDITE ENDURECEDOR FISPQ.pdf,success,2025-11-19 14:43:55.027004,27.214011107997067,ARALDITE HOBBY - PARTE B - ENDURECEDOR,0.88,NAO ENCONTRADO,0.0,2246,0.85,warning,,10563-29-8,0.8,warning,,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,"Ácidos fortes, bases fortes, agentes oxidantes fortes e aminas.",0.8
70,07490 ARALDITE PROFISSIONAL A FISPQ.pdf,success,2025-11-19 14:43:53.712779,23.286121042998275,ARALDITE PROFISSIONAL - PARTE A - RESINA,0.88,NAO ENCONTRADO,0.0,2246,0.85,warning,,25068-38-6,0.8,warning,,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,"Agentes oxidantes fortes, ácidos fortes, aminas.",0.7
64,07396 ADESIVO ARALDITE HOBBY - PARTE B -FDS.pdf,success,2025-11-19 14:43:50.427466,33.67816599199796,Mistura,0.75,NAO ENCONTRADO,0.0,2934,0.85,warning,,10563-29-8,0.8,warning,,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.0,"Agentes oxidantes fortes, ácidos fortes, bases fortes.",0.7
67,07466 ISA FLUIDO 434 FDS.pdf,success,2025-11-19 14:43:46.542928,24.05126160899817,ISAFLUIDO 434 TO,0.75,ICONIC Lubrificantes S.A.,0.8,2023,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,"Oxidantes fortes, materiais incompatíveis com líquidos inflamáveis (consultar FISPQ específica).",0.7
66,07396 ARALDITE RESINA FISPQ.pdf,success,2025-11-19 14:43:43.586190,23.46994017999896,ARALDITE HOBBY - PARTE A - RESINA,0.88,NAO ENCONTRADO,0.0,2246,0.85,warning,,25068-38-6,0.8,warning,,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
61,07033 SHELL SPIRAX S2 A 85W-140 FDS.PDF,success,2025-11-19 14:43:38.271896,24.16670293100105,Shell Spirax S2 A 85W-140,0.88,BLUEWAY TRADING IMPORTAÇÃO E EXPORTAÇÃO S.A.,0.8,0022,0.85,warning,,64742-54-7,0.8,warning,,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
63,07396 ADESIVO ARALDITE HOBBY - PARTE A - RESINA FDS.pdf,success,2025-11-19 14:43:36.489796,21.00157587500144,Mistura,0.75,NAO ENCONTRADO,0.0,2104,0.85,warning,,1675-54-3,0.8,warning,,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
59,06749 SILICONE PRETO TEK BOND FDS.pdf,success,2025-11-19 14:43:34.706937,21.669683714000712,Mistura,0.75,NAO ENCONTRADO,0.0,1962,0.85,warning,,8042-47-5,0.8,warning,,2.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
57,06563 TRIX-250 FDS.pdf,success,2025-11-19 14:43:31.204660,20.517291097999987,Mistura,0.75,NAO ENCONTRADO,0.0,2005,0.85,warning,,95266-40-3,0.8,warning,,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
60,07033 BRASIL_PT_LUBRAX_GL_5_85W140 FDS.pdf,success,2025-11-19 14:43:28.135720,14.001032815001963,Mistura,0.75,Vibra Energia S.A.,0.72,2024,0.85,warning,,68937-96-2,0.8,warning,,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,,
56,06563 MODDUS FDS.pdf,success,2025-11-19 14:43:27.796199,20.5499397579988,MODDUS,0.75,Syngenta Proteção de Cultivos Ltda,0.8,3082,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,9,0.7,warning,,III,0.8,,
54,04948_DETERGENTE_EM_PO_ASSIM_FDS.pdf,success,2025-11-19 14:43:21.473094,16.176708327999222,Mistura,0.75,NAO ENCONTRADO,0.0,1470,0.85,warning,,7757-82-6,0.8,warning,,5.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
55,06092 EUTECTIC EC 4805 FDS.pdf,success,2025-11-19 14:43:19.696799,13.940066608000052,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,2004,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,4.2,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
53,04941 DEOLINE FDS.pdf,success,2025-11-19 14:43:16.668661,13.636499779000587,Deoline Lava Louças Glicerinado,0.88,NAO ENCONTRADO,0.0,2020,0.85,warning,,9004-82-4,0.8,warning,,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.0,,
52,04176 SUGAR GLIDE 16000 FDS.pdf,success,2025-11-19 14:43:16.601887,15.247754067997448,SUGAR GLIDE 16000,0.75,FUCHS LUBRIFICANTES DO BRASIL LTDA.,0.8,1978,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,2.1,0.7,warning,,,0.0,Sugar Glide 16000 UN 2023 is a lubricating fluid with no chemical incompatibilities listed under normal conditions. Store away from oxidizing agents. No specific incompatibilities noted.,0.8
43,"02582 ELETRODO 45SCR-B 4,00 MM FDS.pdf",success,2025-11-19 14:43:16.514710,40.42967035099719,Toxidade para órgãos-alvo específicos –Exposição única –categoria 3,0.75,NicrosolIndústriaeComérciodeSoldasEspeciais,0.8,1986,0.85,warning,,7429-90-5,0.8,warning,,1,0.78,warning,,I,0.0,"CAS 7429-90-5 (aluminum) has no specific target organ toxicity for single or repeated exposure. It is classified as a flammable liquid with acute toxicity. Aluminum is incompatible with acids, bases, halogens, and oxidizing agents.",0.8
49,03744 -SHELL HYDRAULIC S1 M 68 FDS.pdf,success,2025-11-19 14:43:13.665213,25.26115704300173,Shell Hydraulic S1 M 68,0.88,"Spinerg - Soluções para Energia, SA",0.8,1907,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,8.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.0,Shell Hydraulic S1 M 68 is compatible with most mineral oil-based hydraulic fluids but should not be mixed with environmentally acceptable or fire-resistant fluids. Consult Shell for use in pumps with silver-plated components. Safety data is available for detailed information.,0.8
51,03837 ESMALTE EXTRA RAPIDO FISPQ.pdf,success,2025-11-19 14:43:12.445705,18.25853913500032,ESMALTE EXTRA RÁPIDO,0.75,L.F.Gonçalves Junior Tintas Eireli Me,0.72,1263,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.8,"ESMALTE EXTRA RÁPIDO UN 2017 should be stored away from heat, radiation, and static electricity. Avoid contact with food. Chemical incompatibilities are not specified in available data.",0.8
46,03447 GRAXA LTG PTI FDS.pdf,success,2025-11-19 14:43:11.133835,31.36303168800077,GRAXA LTG PTI,0.88,SGI POWER TRANSMISSION DO BRASIL LTDA,0.72,2004,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,4.2,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,Graxa LTG PTI UN 2023 is a lubricant with known chemical incompatibilities; it should not be mixed with strong acids or bases. Safety data indicates it may cause skin irritation. Always follow manufacturer's guidelines.,0.8
50,03746 LUBRAX_LITH_EP_2 FDS.pdf,success,2025-11-19 14:43:10.571921,19.890204839000944,Mistura,0.75,Vibra Energia S.A.,0.72,2000,0.85,warning,,1310-65-2,0.8,warning,,4.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.0,"Mistura CAS 1310-65-2 is lithium hydroxide, which is incompatible with strong acids and organic materials. It poses health risks including skin and eye irritation. Proper personal protective equipment is essential to prevent exposure.",0.8
41,01692 ANTIRRESPINGO-PARA-SOLDA FDS.pdf,success,2025-11-19 14:43:09.463352,38.34790272999817,Antirrespingo Chemicolor 250ml/150g C/Silicone,0.75,BASTON INDÚSTRIA DE AEROSSÓIS LTDA.,0.8,1950,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,2.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"Agentes oxidantes fortes, calor, chamas e fontes de ignição.",0.7
26,00700 ZAPP WG FISPQ.pdf,success,2025-11-19 14:43:09.372003,68.97302050300277,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1741,0.85,warning,,1071-83-6,0.8,warning,,2.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"Agentes oxidantes fortes, ar, umidade. Pode reagir violentamente com oxidantes.",0.7
36,01462_MP80 LIMPA CONTATO MUNDIAL PRIME_FDS.pdf,success,2025-11-19 14:43:08.742265,47.08933288600019,MP80 LIMPA CONTATO - MUNDIAL PRIME,0.75,AEROFLEX INDUSTRIA DE AEROSOL LTDA,0.8,1950,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,2.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"Agentes oxidantes fortes, calor, chamas e outras fontes de ignição.",0.8
47,03474_QUIMATIC_11 FDS.pdf,success,2025-11-19 14:43:06.598935,23.374568915001877,QUIMATIC 11 FISPQ N° 024,0.88,1.4.1. Fornecedor: Tapmatic do Brasil Indústria e Comércio Ltda.,0.8,2810,0.95,valid,,67-63-0,0.8,warning,,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,"QUIMATIC 11 is incompatible with strong oxidizers and should be stored away from heat, sparks, and open flames. It is primarily composed of isopropanol and can cause irritation to skin, eyes, and respiratory tract. Avoid contact with metals like aluminum.",0.8
42,02475 SHELL S2 G 80W FDS.pdf,success,2025-11-19 14:43:06.023343,33.58342260400241,Shell Spirax S2 G 80W-90,0.88,"Spinerg - Soluções para Energia, SA",0.8,1907,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,8.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.0,Shell Spirax S2 G 80W-90 reacts with strong oxidizing agents; avoid extreme temperatures and direct sunlight; no hazardous decomposition if stored properly.,0.8
10,"00172 HM 28 3,25 6013 FDS.pdf",success,2025-11-19 14:43:02.692481,30.74010463399827,HM 28,0.75,Uniweld INDÚSTRIA DE ELETRODOS LTDA.,0.72,0032,0.85,warning,,7440-44-0,0.8,warning,,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"Activated carbon (CAS 7440-44-0) is generally safe but can irritate eyes; avoid contact with skin and eyes. Incompatibilities with strong oxidizers exist. Store in a cool, dry place.",0.8
45,03067 LUBRAX_GEAR_460 FDS.pdf,success,2025-11-19 14:43:01.606127,23.504764649002027,Mistura,0.75,Vibra Energia S.A.,0.72,2024,0.85,warning,,68937-96-2,0.8,warning,,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,"Di-tert-butyl polysulfide is incompatible with strong oxidizing agents. It decomposes at 144°C, releasing carbon oxides and sulfur oxides. Safety measures include wearing protective gloves and washing contaminated clothing.",0.8
44,03067 600 XP 460 FDS.pdf,success,2025-11-19 14:42:59.502308,22.44113672399908,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,2024,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,"UN 2024 chemical incompatibilities are detailed in safety data sheets, focusing on incompatible materials and hazardous reactions. Key incompatibilities include acetic anhydride with water and organics, and ammonium nitrate with organics. Always refer to specific SDS for detailed information.",0.8
40,"01671 6010 2,50 HM 31 FDS.pdf",success,2025-11-19 14:42:58.323462,29.80771528999685,HM 31,0.75,Uniweld INDÚSTRIA DE ELETRODOS LTDA.,0.72,0031,0.85,warning,,7440-44-0,0.8,warning,,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"Agentes oxidantes fortes, percloratos, cloratos, permanganatos.  Pode reagir violentamente com fluor.  Pode inflamar-se espontaneamente com óxido nitroso a temperaturas elevadas.  Pó fino pode formar misturas explosivas com o ar.",0.7
48,03607 CERA GRAND PIX FISPQ.pdf,success,2025-11-19 14:42:53.590135,10.826849974000652,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,2003,0.85,warning,,50-00-0,0.8,warning,,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,Formaldehyde is highly flammable and toxic; it should be stored away from bases and reducing agents. It poses cancer and genetic damage risks. Proper ventilation and personal protective equipment are essential.,0.8
39,01604 - RISCADOR INDUSTRIAL - FDS.pdf,success,2025-11-19 14:42:51.359430,28.156198386997858,1.2. Outras maneiras de,0.75,000.,0.8,1263,0.95,valid,,64-17-5,0.8,warning,,1,0.78,warning,,III,0.8,Bisnaga Plástica (CAS 65997-10-6) is incompatible with oxidizing agents. It is non-corrosive but may be combustible at high temperatures. Safety data indicates it can cause eye and skin irritation.,0.8
38,01520 MIRZA 480 SC FDS.pdf,success,2025-11-19 14:42:47.037285,24.42936048200136,MIRZA 480 SC,0.75,"Endereço: Avenida Basiléia, 590 Manejo Resende RJ",0.8,3082,0.95,valid,,64628-44-0,0.8,warning,,9,0.7,warning,,III,0.8,,
37,"01493 7018 4,00 HM 35 FDS.pdf",success,2025-11-19 14:42:44.169888,21.546317832999197,HM 35,0.75,Uniweld INDÚSTRIA DE ELETRODOS LTDA.,0.72,0072,0.85,warning,,7440-44-0,0.8,warning,,1.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"Oxidantes fortes, halogênios, enxofre, alguns metais (especialmente em pó ou finamente divididos). Pode reagir violentamente com alguns haletos de metais.",0.7
34,01354 BASE PROTETIVA VP500_FDS.pdf,success,2025-11-19 14:42:36.540975,31.211644552000507,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1263,0.95,valid,,78-83-1,0.8,warning,,3,0.78,warning,,III,0.8,,
33,01353 METAL CHEK D70 FDS.pdf,success,2025-11-19 14:42:35.229536,31.781691703999968,D70 embalado - Metal-Chek D 70 Revelador nao aquoso,0.75,Metal-Chek do Brasil Indústria e Comércio Ltda,0.8,1993,0.95,valid,,67-63-0,0.8,warning,,3,0.7,warning,,I,0.8,Metal-Chek D 70 is a non-aqueous penetrant for industrial inspections. It is incompatible with strong oxidizers. Safety data advises proper handling and storage.,0.8
29,"01018 6010 3,25 HM 31 FDS.pdf",success,2025-11-19 14:42:32.938305,29.956390909999755,HM 31,0.75,Uniweld INDÚSTRIA DE ELETRODOS LTDA.,0.72,0031,0.85,warning,,7440-44-0,0.8,warning,,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,HM 31 (CAS 7440-44-0) is activated carbon. It is generally safe but can irritate eyes. Avoid contact with strong oxidizers.,0.8
32,01352 PENETRANTE PCG 53 FDS.pdf,success,2025-11-19 14:42:31.333970,27.66517702899728,Penetrante PCG 53,0.88,NAO ENCONTRADO,0.0,1950,0.95,valid,,8002-13-9,0.8,warning,,2.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
27,"00982 7018 4,00 HM 35 FDS.pdf",success,2025-11-19 14:42:27.335040,26.14345243900243,HM 35,0.75,Uniweld INDÚSTRIA DE ELETRODOS LTDA.,0.72,0072,0.85,warning,,7440-44-0,0.8,warning,,1.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,Activated charcoal (CAS 7440-44-0) is insoluble in water and organic solvents; it is used for decolorizing and deodorizing. It is generally safe but avoid ingestion; it can cause respiratory irritation. Always use with proper safety precautions.,0.8
25,00700 ROUNDUP WG FDS.pdf,success,2025-11-19 14:42:27.307877,26.953112521001454,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1200,0.85,warning,,68439-49-6,0.8,warning,,6,0.78,invalid,"Value error, Classe ONU invalida.",,0.0,"CAS 114370-14-8 is ammonium glyphosate, a herbicide with potential eye irritation. It should be stored away from incompatible substances. Safety data sheets detail its hazards and handling.",0.8
