numero_onu,classificacao_onu,proper_shipping_name
2784,3,"Organophosphorus pesticides, liquid, flammable, toxic, flashpoint less than 23 °C"
2785,6.1,4-Thiapentanal
2786,6.1,"Organotin pesticides, solid, toxic"
2787,3,"Organotin pesticides, liquid, flammable, toxic, flashpoint less than 23 °C"
2788,6.1,"Organotin compounds, liquid, n.o.s."
2789,8,"Acetic acid, glacial or Acetic acid solution, with more than 80 percent acid, by mass"
2790,8,"Acetic acid solution, not less than 50 percent but not more than 80 percent acid, by mass or Acetic acid solution, with more than 10 percent and less than 50 percent acid, by mass"
2791,?,(UN No. no longer in use) Aircraft thrust device (UN No. no longer in use)[1]
2792,?,(UN No. no longer in use) Aircraft rocket engine igniter (UN No. no longer in use)[1]
2793,4.2,Ferrous metal borings or Ferrous metal shavings or Ferrous metal turnings or Ferrous metal cuttings in a form liable to self-heating
2794,8,"Batteries, wet, filled with acid, electric storage"
2795,8,"Batteries, wet, filled with alkali, electric storage"
2796,8,"Battery fluid, acid or Sulfuric acid with not more than 51 percent acid"
2797,8,"Battery fluid, alkali"
2798,8,Phenylphosphorus Dichloride
2799,8,Phenylphosphorus Thiodichloride
2800,8,"Batteries, wet, non-spillable, electric storage"
2801,8,"Dyes, liquid, corrosive, n.o.s. or Dye intermediates, liquid, corrosive, n.o.s."
2802,8,Copper(II) chloride
2803,8,Gallium
2804,?,(UN No. longer in use)
2805,4.3,"Lithium hydride, fused solid"
2806,4.3,Lithium nitride
2807,9,Magnetized material
2808,8,(UN No. no longer in use) Waste Mercury contained in manufactured articles (UN No. no longer in use)[1]
2809,8,Mercury or Mercury contained in manufactured articles
2810,6.1,"Toxic liquids, organic, n.o.s. or Toxic, liquids, organic, n.o.s. Inhalation Hazard, Packing Group I, Zone A or B"
2811,6.1,"Toxic solid, organic, n.o.s."
2812,8,"Sodium aluminate, solid"
2813,4.3,"Water-reactive solid, n.o.s."
2814,6.2,"Infectious substance, affecting humans or Infectious Substance, affecting humans (Risk Group 2)."
2815,8,N-Aminoethylpiperazine
2816,?,(UN No. no longer in use)
2817,8,"Ammonium hydrogendifluoride, solution"
2818,8,"Ammonium polysulfide, solution"
2819,8,Amyl acid phosphate
2820,8,Butyric acid
2821,6.1,Phenol solutions
2822,6.1,2-Chloropyridine
2823,8,Crotonic acid liquid or Crotonic acid solid
2824,?,(UN No. no longer in use)
2825,?,"(UN No. no longer in use) N,N-Diisopropyl ethanolamine (UN No. no longer in use)[2]"
2826,8,Ethyl chlorothioformate
2827,?,(UN No.s no longer in use)
2829,8,Caproic acid
2830,4.3,Lithium ferrosilicon
2831,6.1,"1,1,1-Trichloroethane"
2832,?,(UN No.s no longer in use)
2834,8,Phosphorous acid
2835,4.3,Sodium aluminum hydride
2836,?,(UN No. no longer in use)
2837,8,"Bisulfate, aqueous solution"
2838,3,"Vinyl butyrate, inhibited"
2839,6.1,Aldol
2840,3,Butyraldoxime
2841,3,Di-n-amylamine
2842,3,Nitroethane
2843,?,(UN No. no longer in use)
2844,4.3,Calcium manganese silicon
2845,4.2,"Pyrophoric liquids, organic, n.o.s."
2846,4.2,"Pyrophoric solids, organic, n.o.s."
2847,?,(UN No.s no longer in use)
2849,6.1,3-Chloropropan-1-ol
2850,3,Propylene tetramer
2851,8,Boron trifluoride dihydrate
2852,4.1,"Dipicryl sulfide, wetted with not less than 10 percent water, by mass"
2853,6.1,Magnesium fluorosilicate
2854,6.1,Ammonium fluorosilicate
2855,6.1,Zinc fluorosilicate
2856,6.1,"Fluorosilicates, n.o.s."
2857,2,"Refrigerating machines, containing nonflammable, nontoxic, liquefied gas or ammonia solution (UN2672)"
2858,4.1,"Zirconium, dry, coiled wire, finished metal sheets, strip (thinner than 254 micrometres but not thinner than 18 micrometres)"
2859,6.1,Ammonium metavanadate
2860,6.1,(UN No. no longer in use) Vanadium trioxide (UN No. no longer in use)[2][3]
2861,6.1,Ammonium polyvanadate
2862,6.1,"Vanadium pentoxide, nonfused form"
2863,6.1,Sodium ammonium vanadate
2864,6.1,Potassium metavanadate
2865,8,Hydroxylamine sulfate
2866,?,(UN No. no longer in use)
2867,?,(UN No. no longer in use) Ink (UN No. no longer in use)[2]
2868,?,(UN No. no longer in use) Resin solution (UN No. no longer in use)[2]
2869,8,Titanium trichloride mixtures
2870,4.2,Aluminum borohydride or Aluminum borohydride in devices
2871,6.1,Antimony powder
2872,6.1,Dibromochloropropane
2873,6.1,Dibutylaminoethanol
2874,6.1,Furfuryl alcohol
2875,6.1,Hexachlorophene
2876,6.1,Resorcinol
2877,?,(UN No. no longer in use) Thiourea (UN No. no longer in use)[2]
2878,4.1,Titanium sponge granules or Titanium sponge powders
2879,8,Selenium oxychloride
2880,5.1,"Calcium hypochlorite, hydrated or Calcium hypochlorite, hydrated mixtures, with not less than 5.5 percent but not more than 10 percent water"
2881,4.2,"Metal catalyst, dry"
2882,?,(UN No. no longer in use)
2883,?,"(UN No. no longer in use) 2,2-Di-(tert-butylperoxy)propane (UN No. no longer in use)[2]"
2884,?,"(UN No. no longer in use) 2,2-Di-(tert-butylperoxy)propane (UN No. no longer in use)[2]"
2885,?,"(UN No. no longer in use) 1,1-Di-(tertbutylperoxy) cyclohexane (UN No. no longer in use)[2]"
2886,?,"(UN No. no longer in use) tert-Butyl peroxy-2-ethylhexanoate, with 2,2-Di-(tert-butylperoxy)butane (UN No. no longer in use)[2]"
2887,?,(UN No. no longer in use) tert-Butyl peroxy-2-ethylhexanoate]] (UN No. no longer in use)[2]
2888,?,(UN No. no longer in use) tert-Butyl peroxy-2-ethylhexanoate (UN No. no longer in use)[2]
2889,?,(UN No. no longer in use) Diisotridecyl peroxydicarbonate (UN No. no longer in use)[2]
2900,6.2,"Infectious substance, affecting animals"
2901,2.3,Bromine chloride
2902,6.1,"Pesticides, liquid, toxic, n.o.s."
2903,6.1,"Pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C"
2904,8,"Chlorophenolates, liquid or Phenolates, liquid"
2905,8,"Chlorophenolates, solid or Phenolates, solid"
2906,-,"(UN No. no longer in use) Triisocyanatoisocyanurate of Isophoronediisocyanate, solution (UN No. no longer in use)[1]"
2907,4.1,"Isosorbide dinitrate mixture with not less than 60 percent lactose, mannose, starch or calcium hydrogen phosphate"
2908,7,"Radioactive material, excepted package—empty packaging"
2909,7,"Radioactive material, excepted package-articles manufactured from natural or depleted uranium or natural thorium"
2910,7,"Radioactive material, excepted package-limited quantity of material"
2911,7,"Radioactive material, excepted package-instruments or articles"
2912,7,"Radioactive material, low specific activity (LSA-I) [non fissile or fissile-excepted] Radon gas"
2913,7,"Radioactive material, surface contaminated objects (SCO-I or SCO-II) [non fissile or fissile-excepted]"
2914,-,(UN No. no longer in use)
2915,7,"Radioactive material, Type A package [non-special form, non fissile or fissile-excepted]"
2916,7,"Radioactive material, Type B(U) package [non fissile or fissile-excepted]"
2917,7,"Radioactive material, Type B(M) package [non fissile or fissile-excepted]"
2918,(7),"(UN No. no longer in use) Radioactive material, fissile, n.o.s. (UN No. no longer in use)[2]"
2919,7,"Radioactive material, transported under special arrangement, [non fissile or fissile excepted]"
2920,8,"Corrosive liquids, flammable, n.o.s."
2921,8,"Corrosive solids, flammable, n.o.s."
2922,8(6.1),"Corrosive liquids, toxic, n.o.s."
2923,8,"Corrosive solids, toxic, n.o.s."
2924,3,"Flammable liquid, corrosive, n.o.s."
2925,4.1,"Flammable solids, corrosive, organic, n.o.s."
2926,4.1,"Flammable solids, toxic, organic, n.o.s."
2927,6.1,"Toxic liquid, corrosive, organic, n.o.s. or Toxic liquid, corrosive, organic, n.o.s. Inhalation Hazard, Packing Group I, Zone A or B"
2928,6.1,"Toxic solid, corrosive, organic, n.o.s."
2929,6.1,"Toxic liquid, flammable, organic, n.o.s. or Toxic liquid, flammable, organic, n.o.s. Inhalation Hazard, Packing Group I, Zone A or B"
2930,6.1,"Toxic solids, flammable, organic, n.o.s."
2931,6.1,Vanadyl sulfate
2932,?,(UN No. no longer in use)
2933,3,Methyl 2-chloropropionate
2934,3,Isopropyl 2-chloropropionate
2935,3,Ethyl 2-chloropropionate
2936,6.1,Thiolactic acid
2937,6.1,alpha-Methylbenzyl alcohol
2938,?,(UN No. no longer in use) Methyl benzoate (UN No. no longer in use)[2]
2939,?,(UN No. no longer in use)
2940,4.2,9-Phosphabicyclo-nonanes (Cyclooctadiene phosphines)
2941,6.1,Fluoroanilines
2942,6.1,2-Trifluoromethylaniline
2943,3,Tetrahydrofurfurylamine
2944,-,(UN No. no longer in use) 4-Fluoroaniline (UN No. no longer in use)[1]
2945,8,N-Methylbutylamine
2946,6.1,2-Amino-5-diethylaminopentane
2947,3,Isopropyl chloroacetate
2948,6.1,3-Trifluoromethylaniline
2949,8,"Sodium hydrosulfide, with not less than 25 percent water of crystallization"
2950,4.3,"Magnesium granules, coated particle size not less than 149 micrometres"
2951,?,(UN No. no longer in use)
2952,?,(UN No. no longer in use) Azodiisobutyronitrile (UN No. no longer in use)[1]
2953,?,"(UN No. no longer in use) 2,2´-Azodi-(2,4-dimethylvaleronitrile) (UN No. no longer in use)[1]"
2954,?,"(UN No. no longer in use) Azodi-(1,1´-hexahydrobenzonitrile) (UN No. no longer in use)[1]"
2955,?,"(UN No. no longer in use) 2,2´-Azodi-(2,4-dimethyl-4-methoxyvaleronitrile) (UN No. no longer in use)[1]"
2956,4.1,"5-tert-Butyl-2,4,6-trinitro-m-xylene or Musk xylene"
2957,?,(UN No.s no longer in use)
2965,4.3,Boron trifluoride dimethyl etherate
2966,6.1,Thioglycol
2967,8,Sulfamic acid
2968,4.3,"Maneb stabilized or Maneb preparations, stabilized against self-heating"
2969,9,Castor beans or Castor meal or Castor pomace or Castor flake
2970,-,(UN No.s no longer in use)
2974,7,"(UN No. no longer in use) Radioactive material, special form, n.o.s. (UN No. no longer in use)[2]"
2975,7,"(UN No. no longer in use) Thorium metal, pyrophoric (UN No. no longer in use)[2]"
2976,7,"(UN No. no longer in use) Thorium nitrate, solid (UN No. no longer in use)[2]"
2977,7,"Uranium hexafluoride, fissile"
2978,7,"Uranium hexafluoride, [non fissile or fissile-excepted]"
2979,7,"(UN No. no longer in use) Uranium metal, pyrophoric (UN No. no longer in use)[3]"
2980,7,(UN No. no longer in use) Uranyl nitrate hexahydrate solution (UN No. no longer in use)[3]
2981,7,"(UN No. no longer in use) Uranyl nitrate, solid (UN No. no longer in use)[3]"
2982,7,"(UN No. no longer in use) Radioactive material, n.o.s (UN No. no longer in use)[3]"
2983,3,Ethylene oxide and propylene oxide mixtures with not more than 30 percent ethylene oxide
2984,5.1,"Hydrogen peroxide, aqueous solutions with not less than 8 percent but less than 20 percent hydrogen peroxide (stabilized as necessary)"
2985,3,"Chlorosilanes, flammable, corrosive, n.o.s."
2986,3,"Chlorosilanes, corrosive, flammable, n.o.s."
2987,8,"Chlorosilanes, corrosive, n.o.s."
2988,4.3,"Chlorosilanes, water-reactive, flammable, corrosive, n.o.s."
2989,4.1,"Lead phosphite, dibasic"
2990,9,"Life-saving appliances, self-inflating"
2991,3,"Carbamate pesticide, liquid, toxic, flammable, flashpoint not less than 23 °C"
2992,6.1,"Carbamate pesticides, liquid, toxic"
2993,3,"Arsenical pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C"
2994,6.1,"Arsenical pesticides, liquid, toxic"
2995,6.1,"Organochlorine pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C"
2996,6.1,"Organochlorine pesticide, liquid, toxic"
2997,6.1,"Triazine pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C"
2998,6.1,"Triazine pesticides, liquid, toxic"
2999,?,"(UN No. no longer in use) Phenoxy pesticides, liquid, toxic, flammable (UN No. no longer in use)[3]"
3000,?,"(UN No. no longer in use) Phenoxy pesticides, liquid, toxic (UN No. no longer in use)[3]"
3001,6.1,"(UN No. no longer in use) Phenoxy pesticides, liquid, toxic, flammable (UN No. no longer in use)[1]"
3002,(6.1),"(UN No. no longer in use) Phenyl urea pesticides, liquid, toxic (UN No. no longer in use)[1][2]"
3003,(6.1),"(UN No. no longer in use) Benzoic derivative pesticides, liquid, toxic, flammable (UN No. no longer in use)[1]"
3004,6.1,"(UN No. no longer in use) Benzoic derivative pesticides, liquid, toxic (UN No. no longer in use)[1]"
3005,6.1,"Thiocarbamate pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C"
3006,6.1,"Thiocarbamate pesticide, liquid, toxic"
3007,(6.1),"(UN No. no longer in use) Phthalimide derivative pesticides, liquid, toxic, flammable (UN No. no longer in use)[1]"
3008,6.1,"(UN No. no longer in use) Phthalimide derivative pesticides, liquid, toxic (UN No. no longer in use)[1]"
3009,6.1,"Copper based pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C"
3010,6.1,"Copper based pesticides, liquid, toxic"
3011,6.1,"Mercury based pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C"
3012,6.1,"Mercury based pesticides, liquid, toxic"
3013,6.1,"Substituted nitrophenol pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C"
3014,6.1,"Substituted nitrophenol pesticides, liquid, toxic"
3015,6.1,"Bipyridilium pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C"
3016,6.1,"Bipyridilium pesticides, liquid, toxic"
3017,6.1,"Organophosphorus pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C"
3018,6.1,"Organophosphorus pesticides, liquid, toxic"
3019,6.1,"Organotin pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C"
3020,6.1,"Organotin pesticides, liquid, toxic"
3021,3,"Pesticides, liquid, flammable, toxic, flashpoint less than 23 °C"
3022,3,"1,2-Butylene oxide, stabilized"
3023,6.1,2-Methyl-2-heptanethiol
3024,3,"Coumarin derivative pesticides, liquid, flammable, toxic, flashpoint less than 23 °C"
3025,6.1,"Coumarin derivative pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C"
3026,6.1,"Coumarin derivative pesticides, liquid, toxic"
3027,6.1,"Coumarin derivative pesticides, solid, toxic"
3028,8,"Batteries, dry, containing potassium hydroxide solid, electric, storage"
3029,?,(UN Nos. no longer in use)
3048,6.1,Aluminium phosphide pesticides
3049,(4.2),"(UN No. no longer in use) Metal alkyl halides, water-reactive, n.o.s. or Metal aryl halides, water-reactive, n.o.s. (UN No. no longer in use)[3]"
3050,(4.2),"(UN No. no longer in use) Metal alkyl hydrides, water-reactive, n.o.s. or Metal aryl hydrides, water-reactive, n.o.s. (UN No. no longer in use)[3]"
3051,(4.2),(UN No. no longer in use) Aluminium alkyls (UN No. no longer in use)[3]
3052,(4.2),(UN No. no longer in use) Aluminium alkyl halides (UN No. no longer in use)[3]
3053,(4.2),(UN No. no longer in use) Magnesium alkyls (UN No. no longer in use)[3]
3054,3,Cyclohexyl mercaptan
3055,8,2-(2-Aminoethoxy) ethanol
3056,3,n-Heptaldehyde
3057,2,Trifluoroacetyl chloride
3058,?,"(UN Nos. no longer in use) (Previously a selection of organic peroxides, class 5.2. See UN 3101 to UN 3120)"
3064,3,"Nitroglycerin, solution in alcohol, with more than 1 percent but not more than 5 percent nitroglycerin"
3065,3,Alcoholic beverages
3066,8,Paint or Paint related material
3067,?,(UN Nos. no longer in use)
3070,2.2,Ethylene oxide and dichlorodifluoromethane mixture with not more than 12.5 percent ethylene oxide
3071,6.1,"Mercaptans, liquid, toxic, flammable, n.o.s. or Mercaptan mixtures, liquid, toxic, flammable, n.o.s., flashpoint not less than 23 °C"
3072,9,"Life-saving appliances, not self-inflating containing dangerous goods as equipment"
3073,6.1,"Vinylpyridines, inhibited"
3074,?,(UN Nos. no longer in use)
3076,(4.2),(UN No. no longer in use) Aluminium alkyl hydrides (UN No. no longer in use)[4]
3077,9,"Environmentally hazardous substance, solid, n.o.s. (not including waste)"
3078,4.3,"Cerium, turnings or gritty powder"
3079,3,"Methacrylonitrile, inhibited"
3080,6.1,"Isocyanates, toxic, flammable, n.o.s. or Isocyanate solutions, toxic, flammable, n.o.s. flashpoint not less than 23 °C but not more than 61 °C and boiling point less than 300 °C"
3081,?,(UN No. no longer in use)
3082,9,"Environmentally hazardous substance, liquid, n.o.s."
3083,2.3,Perchloryl fluoride
3084,8,"Corrosive solid, oxidizing, n.o.s."
3085,5.1,"Oxidizing solid, corrosive, n.o.s."
3086,6.1,"Toxic solid, oxidizing, n.o.s."
3087,5.1,"Oxidizing solid, toxic, n.o.s."
3088,4.2,"Self-heating solid, organic, n.o.s."
3089,4.1,"Metal powder, flammable, n.o.s."
3090,9,Lithium metal batteries
3091,9,Lithium metal batteries contained in equipment or Lithium metal batteries packed with equipment
3092,3,1-Methoxy-2-propanol
3093,8,"Corrosive liquid, oxidizing, n.o.s."
3094,8,"Corrosive liquid, water-reactive, n.o.s."
3095,8,"Corrosive solid, self-heating, n.o.s."
3096,8,"Corrosive solids, water-reactive, n.o.s."
3097,4.1,"Flammable solid, oxidizing, n.o.s."
3098,5.1,"Oxidizing liquid, corrosive, n.o.s."
3099,5.1,"Oxidizing liquid, toxic, n.o.s."
3100,5.1,"Oxidizing solid, self-heating, n.o.s."
3101,5.2,"Organic peroxide type B, liquid"
3102,5.2,"Organic peroxide type B, solid"
3103,5.2,"Organic peroxide type C, liquid"
3104,5.2,"Organic peroxide type C, solid"
3105,5.2,"Organic peroxide type D, liquid"
3106,5.2,"Organic peroxide type D, solid"
3107,5.2,"Organic peroxide type E, liquid"
3108,5.2,"Organic peroxide type E, solid"
3109,5.2,"Organic peroxide type F, liquid"
3110,5.2,"Organic peroxide type F, solid"
3111,5.2,"Organic peroxide type B, liquid, temperature controlled"
3112,5.2,"Organic peroxide type B, solid, temperature controlled"
3113,5.2,"Organic peroxide type C, liquid, temperature controlled"
3114,5.2,"Organic peroxide type C, solid, temperature controlled"
3115,5.2,"Organic peroxide type D, liquid, temperature controlled"
3116,5.2,"Organic peroxide type D, solid, temperature controlled"
3117,5.2,"Organic peroxide type E, liquid, temperature controlled"
3118,5.2,"Organic peroxide type E, solid, temperature controlled"
3119,5.2,"Organic peroxide type F, liquid, temperature controlled"
3120,5.2,"Organic peroxide type F, solid, temperature controlled"
3121,5.1,"Oxidizing solid, water-reactive, n.o.s."
3122,6.1,"Toxic liquids, oxidizing, n.o.s. or Toxic liquids, oxidizing, n.o.s. Inhalation Hazard, Packing Group I, Zone A or B"
3123,6.1,"Toxic liquids, water-reactive, n.o.s. or Toxic liquids, water-reactive, n.o.s. Inhalation Hazard, Packing Group I, Zone A or B"
3124,6.1,"Toxic solids, self-heating, n.o.s."
3125,6.1,"Toxic solids, water-reactive, n.o.s."
3126,4.2,"Self-heating solid, corrosive, organic, n.o.s."
3127,4.2,"Self-heating solid, oxidizing, n.o.s."
3128,4.2,"Self-heating solid, toxic, organic, n.o.s."
3129,4.3,"Water-reactive liquid, corrosive, n.o.s."
3130,4.3,"Water-reactive liquid, toxic, n.o.s."
3131,4.3,"Water-reactive solid, corrosive, n.o.s."
3132,4.3,"Water-reactive solid, flammable, n.o.s."
3133,4.3,"Water-reactive solid, oxidizing, n.o.s."
3134,4.3,"Water-reactive solid, toxic, n.o.s."
3135,4.3,"Water-reactive solid, self-heating, n.o.s."
3136,2.2,"Trifluoromethane, refrigerated liquid"
3137,5.1,"Oxidizing solid, flammable, n.o.s."
3138,2.1,"Ethylene, acetylene and propylene mixture, refrigerated liquid, with not less than 71,5% ethylene, not more than 22,5% acetylene and not more than 6% propylene"
3139,5.1,"Oxidizing liquid, n.o.s."
3140,6.1,"Alkaloids, liquid, n.o.s. or Alkaloid salts, liquid, n.o.s."
3141,6.1,"Antimony compound, inorganic, liquid, n.o.s."
3142,6.1,"Disinfectant, liquid, toxic, n.o.s."
3143,6.1,"Dye, solid, toxic, n.o.s. or Dye intermediate, solid, toxic, n.o.s."
3144,6.1,"Nicotine compound, liquid, n.o.s. or Nicotine preparation, liquid, n.o.s."
3145,8,"Alkylphenols, liquid, n.o.s. (including C2-C12 homologues)"
3146,6.1,"Organotin compounds, solid, n.o.s."
3147,8,"Dye, solid, corrosive, n.o.s. or Dye intermediate, solid, corrosive, n.o.s."
3148,4.3,"Water-reactive liquid, n.o.s."
3149,5.1,"Hydrogen peroxide and peroxyacetic acid mixtures, stabilized, with acids, water, and not more than 5 percent peroxyacetic acid"
3150,2.1,"Devices, small, hydrocarbon gas powered or Hydrocarbon gas refills for small devices, with release device"
3151,9,"Polyhalogenated biphenyls, liquid or Polyhalogenated terphenyls, liquid"
3152,9,"Polyhalogenated biphenyls, solid or Polyhalogenated terphenyls, solid"
3153,2.1,Perfluoro(methyl vinyl ether)
3154,2.1,Perfluoro(ethyl vinyl ether)
3155,6.1,Pentachlorophenol
3156,2.2,"Compressed gas, oxidizing, n.o.s."
3157,2.2,"Liquefied gas, oxidizing, n.o.s."
3158,2.2,"Gas, refrigerated liquid, n.o.s. (cryogenic liquid)"
3159,2.2,"1,1,1,2-Tetrafluoroethane or Refrigerant gas R 134a"
3160,2.3,"Liquefied gas, toxic, flammable, n.o.s. Inhalation Hazard Zone A, B, C, or D"
3161,2.1,"Liquefied gas, flammable, n.o.s."
3162,2.3,"Liquefied gas, toxic, n.o.s. Inhalation Hazard Zone A, B, C, or D"
3163,2.2,"Liquefied gas, n.o.s."
3164,2.2,"Articles, pressurized pneumatic or Hydraulic (containing non-flammable gas)"
3165,3,Aircraft hydraulic power unit fuel tank (containing a mixture of anhydrous hydrazine and monomethyl hydrazine) (M86 fuel)
3166,9,"Engines, internal combustion, flammable gas powered or Engines, internal combustion, flammable liquid powered or Vehicle, flammable gas powered or Vehicle, flammable liquid powered"
3167,2.1,"Gas sample, non-pressurized, flammable, n.o.s., not refrigerated liquid"
3168,2.3,"Gas sample, non-pressurized, toxic, flammable, n.o.s., not refrigerated liquid"
3169,2.3,"Gas sample, non-pressurized, toxic, n.o.s., not refrigerated liquid"
3170,4.3,Aluminum smelting by-products or Aluminum remelting by-products or Aluminum Dross
3171,9,Battery-powered vehicle or Battery-powered equipment
3172,6.1,"Toxins, extracted from living sources, liquid, n.o.s"
3173,?,(UN No. no longer in use)
3174,4.2,Titanium disulfide
3175,4.1,"Solids containing flammable liquid, n.o.s."
3176,4.1,"Flammable solid, organic, molten, n.o.s."
3177,?,(UN No. no longer in use)
3178,4.1,"Flammable solid, inorganic, n.o.s."
3179,4.1,"Flammable solid, toxic, inorganic, n.o.s."
3180,4.1,"Flammable solid, corrosive, inorganic, n.o.s."
3181,4.1,"Metal salts of organic compounds, flammable, n.o.s."
3182,4.1,"Metal hydrides, flammable, n.o.s."
3183,4.2,"Self-heating liquid, organic, n.o.s."
3184,4.2,"Self-heating liquid, toxic, organic, n.o.s."
3185,4.2,"Self-heating liquid, corrosive, organic, n.o.s."
3186,4.2,"Self-heating liquid, inorganic, n.o.s."
3187,4.2,"Self-heating liquid, toxic, inorganic, n.o.s."
3188,4.2,"Self-heating liquid, corrosive, inorganic, n.o.s."
3189,4.2,"Metal powder, self-heating, n.o.s."
3190,4.2,"Self-heating solid, inorganic, n.o.s."
3191,4.2,"Self-heating solid, toxic, inorganic, n.o.s."
3192,4.2,"Self-heating solid, corrosive, inorganic, n.o.s."
3193,?,(UN No. no longer in use)
3194,4.2,"Pyrophoric liquid, inorganic, n.o.s."
3195,?,(UN Nos. no longer in use)
3196,?,(UN Nos. no longer in use)
3197,?,(UN Nos. no longer in use)
3198,?,(UN Nos. no longer in use)
3199,?,(UN Nos. no longer in use)
3200,4.2,"Pyrophoric solid, inorganic, n.o.s."
3201,?,(UN number no longer in use)
3202,?,(UN number no longer in use)
3203,(4.2),"(UN number no longer in use) Pyrophoric organometallic compound, water-reactive, n.o.s. (UN number no longer in use)[1]"
3204,?,(UN number no longer in use)
3205,4.2,"Alkaline earth metal alcoholates, n.o.s."
3206,4.2,"Alkali metal alcoholates, self-heating, corrosive, n.o.s."
3207,(4.3),"(UN number no longer in use) Organometallic compound or Compound solution or Compound dispersion, water-reactive, flammable, n.o.s. (UN number no longer in use)[1]"
3208,4.3,"Metallic substance, water-reactive, n.o.s."
3209,4.3,"Metallic substance, water-reactive, self-heating, n.o.s."
3210,5.1,"Chlorates, inorganic, aqueous solutions, n.o.s."
3211,5.1,"Perchlorates, inorganic, aqueous solution, n.o.s."
3212,5.1,"Hypochlorites, inorganic, n.o.s."
3213,5.1,"Bromates, inorganic, aqueous solution, n.o.s."
3214,5.1,"Permanganates, inorganic, aqueous solution, n.o.s."
3215,5.1,"Persulfates, inorganic, n.o.s."
3216,5.1,"Persulfates, inorganic, aqueous solution, n.o.s."
3217,?,"(UN number no longer in use) Percarbonates, inorganic, n.o.s. (UN number no longer in use)[2]"
3218,5.1,"Nitrates, inorganic, aqueous solution, n.o.s."
3219,5.1,"Nitrites, inorganic, aqueous solution, n.o.s."
3220,2.2,Pentafluoroethane or Refrigerant gas R 125
3221,4.1,Self-reactive liquid type B
3222,4.1,Self-reactive solid type B
3223,4.1,Self-reactive liquid type C
3224,4.1,Self-reactive solid type C
3225,4.1,Self-reactive liquid type D
3226,4.1,Self-reactive solid type D
3227,4.1,Self-reactive liquid type E
3228,4.1,Self-reactive solid type E
3229,4.1,Self-reactive liquid type F
3230,4.1,Self-reactive solid type F
3231,4.1,"Self-reactive liquid type B, temperature controlled"
3232,4.1,"Self-reactive solid type B, temperature controlled"
3233,4.1,"Self-reactive liquid type C, temperature controlled"
3234,4.1,"Self-reactive solid type C, temperature controlled"
3235,4.1,"Self-reactive liquid type D, temperature controlled"
3236,4.1,"Self-reactive solid type D, temperature controlled"
3237,4.1,"Self-reactive liquid type E, temperature controlled"
3238,4.1,"Self-reactive solid type E, temperature controlled"
3239,4.1,"Self-reactive liquid type F, temperature controlled"
3240,4.1,"Self-reactive solid type F, temperature controlled"
3241,4.1,"2-Bromo-2-nitropropane-1,3-diol"
3242,4.1,Azodicarbonamide
3243,6.1,"Solids containing toxic liquid, n.o.s."
3244,8,"Solids containing corrosive liquid, n.o.s."
3245,9,Genetically modified microorganisms or Genetically modified organisms
3246,6.1,Methanesulfonyl chloride
3247,5.1,"Sodium peroxoborate, anhydrous,"
3248,3,"Medicine, liquid, flammable, toxic, n.o.s."
3249,6.1,"Medicine, solid, toxic, n.o.s."
3250,6.1,"Chloroacetic acid, molten"
3251,4.1,Isosorbide-5-mononitrate
3252,2.1,Difluoromethane or Refrigerant gas R 32
3253,8,Disodium trioxosilicate
3254,4.2,Tributylphosphane
3255,4.2,tert-Butyl hypochlorite
3256,3,"Elevated temperature liquid, flammable, n.o.s., with flashpoint above 60 °C, at or above its flashpoint"
3257,9,"Elevated temperature liquid, n.o.s., at or above 100 °C and below its flashpoint (including molten metals, molten salts, etc.)"
3258,9,"Elevated temperature solid, n.o.s., at or above 240 °C, see 49 CFR 173.247(h)(4)"
3259,8,"Amines, solid, corrosive, n.o.s. or Polyamines, solid, corrosive, n.o.s."
3260,8,"Corrosive solid, acidic, inorganic, n.o.s."
3261,8,"Corrosive solid, acidic, organic, n.o.s."
3262,8,"Corrosive solid, basic, inorganic, n.o.s."
3263,8,"Corrosive solid, basic, organic, n.o.s."
3264,8,"Corrosive liquid, acidic, inorganic, n.o.s."
3265,8,"Corrosive liquid, acidic, organic, n.o.s."
3266,8,"Corrosive liquid, basic, inorganic, n.o.s."
3267,8,"Corrosive liquid, basic, organic, n.o.s."
3268,9,Safety devices electrically initiated
3269,3,Polyester resin kit
3270,4.1,Nitrocellulose membrane filters
3271,3,"Ethers, n.o.s."
3272,3,"Esters, n.o.s."
3273,3,"Nitriles, flammable, toxic, n.o.s."
3274,3,"Alcoholates solution, n.o.s., in alcohol"
3275,6.1,"Nitriles, toxic, flammable, n.o.s."
3276,6.1,"Nitriles, toxic, liquid, n.o.s."
3277,6.1,"Chloroformates, toxic, corrosive, n.o.s."
