numero_onu,classificacao_onu,grupo_embalagem,descricao
2310,3,III,"PENTAN-2,4-DION"
2311,6.1,III,PHENETIDINE
2312,6.1,II,"PHENOL, GESCHMOLZEN"
2313,3,III,PICOLINE
2315,9,II,"POLYCHLORIERTE BIPHENYLE, FLÜSSIG"
2316,6.1,I,"NATRIUMKUPFER(I)CYANID, FEST"
2317,6.1,I,"NATRIUMKUPFER(I)CYANID, LÖSUNG"
2318,4.2,II,NATRIUMHYDROGENSULFID mit weniger als 25 % Kristallwasser
2319,3,III,"TERPENKOHLENWASSERSTOFFE, N.A.G."
2320,8,III,TETRAETHYLENPENTAMIN
2321,6.1,III,"TRICHLORBENZENE, FLÜSSIG"
2322,6.1,II,TRICHLORBUTEN
2323,3,III,TRIETHYLPHOSPHIT
2324,3,III,TRIISOBUTYLEN
2325,3,III,"1,3,5-TRIMETHYLBENZEN"
2326,8,III,TRIMETHYLCYCLOHEXYLAMIN
2327,8,III,TRIMETHYLHEXAMETHYLEN DIAMINE
2328,6.1,III,TRIMETHYLHEXAMETHYLEN DIISOCYANAT (und isomere Gemische)
2329,3,III,TRIMETHYLPHOSPHIT
2330,3,III,UNDECAN
2331,8,III,"ZINKCHLORID, WASSERFREI"
2332,3,III,ACETALDEHYDOXIM
2333,3,II,ALLYLACETAT
2334,6.1,I,ALLYLAMIN
2335,3,II,ALLYLETHYLETHER
2336,3,I,ALLYLFORMIAT
2337,6.1,I,PHENYLMERCAPTAN
2338,3,II,BENZOTRIFLUORID
2339,3,II,2-BROMBUTAN
2340,3,II,2-BROMETHYLETHYLETHER
2341,3,III,1-BROM-3-METHYLBUTAN
2342,3,II,BROMMETHYLPROPANE
2343,3,II,2-BROMPENTAN
2344,3,II,BROMPROPANE
2344,3,III,BROMPROPANE
2345,3,II,3-BROMPROPIN
2346,3,II,BUTANDION
2347,3,II,BUTYLMERCAPTAN
2348,3,III,"BUTYLACRYLATE, STABILISIERT"
2350,3,II,BUTYLMETHYLETHER
2351,3,II,BUTYLNITRITE
2351,3,III,BUTYLNITRITE
2352,3,II,"BUTYLVINYLETHER, STABILISIERT"
2353,3,II,BUTYRYLCHLORID
2354,3,II,CHLORMETHYLETHYLETHER
2356,3,I,2-CHLORPROPAN
2357,8,II,CYCLOHEXYLAMIN
2358,3,II,CYCLOOCTATETRAEN
2359,3,II,DIALLYLAMIN
2360,3,II,DIALLYLETHER
2361,3,III,DIISOBUTYLAMIN
2362,3,II,"1,1-DICHLORETHAN"
2363,3,I,ETHYLMERCAPTAN
2364,3,III,n-PROPYLBENZEN
2366,3,III,DIETHYLCARBONAT
2367,3,II,alphaMETHYLVALERALDEHYD
2368,3,III,alpha-PINEN
2370,3,II,HEX-1-EN
2371,3,I,ISOPENTENE
2372,3,II,"1,2-DI-(DIMETHYLAMINO)ETHAN"
2373,3,II,DIETHOXYMETHAN
2374,3,II,"3,3-DIETHOXYPROPEN"
2375,3,II,DIETHYLSULFID
2376,3,II,"2,3-DIHYDROPYRAN"
2377,3,II,"1,1-DIMETHOXYETHAN"
2378,3,II,2-DIMETHYLAMINOACETONITRIL
2379,3,II,"1,3-DIMETHYLBUTYLAMIN"
2380,3,II,DIMETHYLDIETHOXYSILAN
2381,3,II,DIMETHYLDISULFID
2382,6.1,I,"DIMETHYLHYDRAZIN, SYMMETRISCH"
2383,3,II,DIPROPYLAMIN
2384,3,II,DI-n-PROPYLETHER
2385,3,II,ETHYLISOBUTYRAT
2386,3,II,1-ETHYLPIPERIDIN
2387,3,II,FLUORBENZEN
2388,3,II,FLUORTOLUENE
2389,3,I,FURAN
2390,3,II,2-IODBUTAN
2391,3,II,IODMETHYLPROPANE
2392,3,III,IODPROPANE
2393,3,II,ISOBUTYLFORMIAT
2394,3,III,ISOBUTYLPROPIONAT
2395,3,II,ISOBUTYRYLCHLORID
2396,3,II,"METHACRYLALDEHYD, STABILISIERT"
2397,3,II,3-METHYLBUTAN-2-ON
2398,3,II,METHYL-tert-BUTYLETHER
2399,3,II,1-METHYLPIPERIDIN
2400,3,II,METHYLISOVALERAT
2401,8,I,PIPERIDIN
2402,3,II,PROPANTHIOLE
2403,3,II,ISOPROPENYLACETAT
2404,3,II,PROPIONITRIL
2405,3,III,ISOPROPYLBUTYRAT
2406,3,II,ISOPROPYLISOBUTYRAT
2407,6.1,I,ISOPROPYLCHLORFORMIAT
2409,3,II,ISOPROPYLPROPIONAT
2410,3,II,"1,2,3,6TETRAHYDROPYRIDIN"
2411,3,II,BUTYRONITRIL
2412,3,II,TETRAHYDROTHIOPHEN
2413,3,III,TETRAPROPYLORTHOTITANAT
2414,3,II,THIOPHEN
2416,3,II,TRIMETHYLBORAT
2417,2,,CARBONYLFLUORID
2418,2,,SCHWEFELTETRAFLUORID
2419,2,,BROMTRIFLUORETHYLEN
2420,2,,HEXAFLUORACETON
2421,2,BEFÖRDERUNG VERBOTEN,DISTICKSTOFFTRIOXID
2422,2,,OCTAFLUORBUT-2-EN (GAS ALS KÄLTEMITTEL R 1318)
2424,2,,OCTAFLUORPROPAN (GAS ALS KÄLTEMITTEL R 218)
2426,5.1,,"AMMONIUMNITRAT, FLÜSSIG (heisse konzentrierte Lösung)"
2427,5.1,II,"KALIUMCHLORAT, WÄSSERIGE LÖSUNG"
2427,5.1,III,"KALIUMCHLORAT, WÄSSERIGE LÖSUNG"
2428,5.1,II,"NATRIUMCHLORAT, WÄSSERIGE LÖSUNG"
2428,5.1,III,"NATRIUMCHLORAT, WÄSSERIGE LÖSUNG"
2429,5.1,II,"CALCIUMCHLORAT, WÄSSERIGE LÖSUNG"
2429,5.1,III,"CALCIUMCHLORAT, WÄSSERIGE LÖSUNG"
2430,8,I,"ALKYLPHENOLE, FEST, N.A.G. (einschliesslich C2-C12Homologe)"
2430,8,II,"ALKYLPHENOLE, FEST, N.A.G. (einschliesslich C2-C12Homologe)"
2430,8,III,"ALKYLPHENOLE, FEST, N.A.G. (einschliesslich C2-C12Homologe)"
2431,6.1,III,ANISIDINE
2432,6.1,III,"N,N-DIETHYLANILIN"
2433,6.1,III,"CHLORNITROTOLUENE, FLÜSSIG"
2434,8,II,DIBENZYLDICHLORSILAN
2435,8,II,ETHYLPHENYLDICHLORSILAN
2436,3,II,THIOESSIGSÄURE
2437,8,II,METHYLPHENYLDICHLORSILAN
2438,6.1,I,TRIMETHYLACETYLCHLORID
2439,8,II,NATRIUMHYDROGENDIFLUORID
2440,8,III,ZINNTETRACHLORIDPENTAHYDRAT
2441,4.2,I,"TITANTRICHLORID, PYROPHOR oder TITANTRICHLORIDMISCHUNGEN, PYROPHOR"
2442,8,II,TRICHLORACETYLCHLORID
2443,8,II,VANADIUMOXYTRICHLORID
2444,8,I,VANADIUMTETRACHLORID
2446,6.1,III,"NITROCRESOLE, FEST"
2447,4.2,I,"PHOSPHOR, WEISS, GESCHMOLZEN"
2448,4.1,III,"SCHWEFEL, GESCHMOLZEN"
2451,2,,STICKSTOFFTRIFLUORID
2452,2,,"ETHYLACETYLEN, STABILISIERT"
2453,2,,ETHYLFLUORID (GAS ALS KÄLTEMITTEL R 161)
2454,2,,METHYLFLUORID (GAS ALS KÄLTEMITTEL R 41)
2455,2,BEFÖRDERUNG VERBOTEN,METHYLNITRIT
2456,3,I,2-CHLORPROPEN
2457,3,II,"2,3-DIMETHYLBUTAN"
2458,3,II,HEXADIENE
2459,3,I,2-METHYLBUT-1-EN
2460,3,II,2-METHYLBUT-2-EN
2461,3,II,METHYLPENTADIENE
2463,4.3,I,ALUMINIUMHYDRID
2464,5.1,II,BERYLLIUMNITRAT
2465,5.1,II,"DICHLORISOCYANURSÄURE, TROCKEN oder DICHLORISOCYANURSÄURESALZE"
2466,5.1,I,KALIUMSUPEROXID
2468,5.1,II,"TRICHLORISOCYANURSÄURE, TROCKEN"
2469,5.1,III,ZINKBROMAT
2470,6.1,III,"PHENYLACETONITRIL, FLÜSSIG"
2471,6.1,I,OSMIUMTETROXID
2473,6.1,III,NATRIUMARSANILAT
2474,6.1,I,THIOPHOSGEN
2475,8,III,VANADIUMTRICHLORID
2477,6.1,I,METHYLISOTHIOCYANAT
2478,3,II,"ISOCYANATE, ENTZÜNDBAR, GIFTIG, N.A.G. oder ISOCYANAT, LÖSUNG, ENTZÜNDBAR, GIFTIG, N.A.G."
2478,3,III,"ISOCYANATE, ENTZÜNDBAR, GIFTIG, N.A.G. oder ISOCYANAT, LÖSUNG, ENTZÜNDBAR, GIFTIG, N.A.G."
2480,6.1,I,METHYLISOCYANAT
2481,6.1,I,ETHYLISOCYANAT
2482,6.1,I,n-PROPYLISOCYANAT
2483,6.1,I,ISOPROPYLISOCYANAT
2484,6.1,I,tert-BUTYLISOCYANAT
2485,6.1,I,n-BUTYLISOCYANAT
2486,6.1,I,ISOBUTYLISOCYANAT
2487,6.1,I,PHENYLISOCYANAT
2488,6.1,I,CYCLOHEXYLISOCYANAT
2490,6.1,II,DICHLORISOPROPYLETHER
2491,8,III,"ETHANOLAMIN oder ETHANOLAMIN, LÖSUNG"
2493,3,II,HEXAMETHYLENIMIN
2495,5.1,I,IODPENTAFLUORID
2496,8,III,PROPIONSÄUREANHYDRID
2498,3,III,"1,2,3,6-TETRAHYDROBENZALDEHYD"
2501,6.1,II,"TRIS-(1-AZIRIDINYL)PHOSPHINOXID, LÖSUNG"
2501,6.1,III,"TRIS-(1-AZIRIDINYL)PHOSPHINOXID, LÖSUNG"
2502,8,II,VALERYLCHLORID
2503,8,III,ZIRKONIUMTETRACHLORID
2504,6.1,III,TETRABROMETHAN
2505,6.1,III,AMMONIUMFLUORID
2506,8,II,AMMONIUMHYDROGENSULFAT
2507,8,III,"HEXACHLORPLATINSÄURE, FEST"
2508,8,III,MOLYBDÄNPENTACHLORID
2509,8,II,KALIUMHYDROGENSULFAT
2511,8,III,alphaCHLORPROPIONSÄURE
2512,6.1,III,"AMINOPHENOLE (o-, m-, p-)"
2513,8,II,BROMACETYLBROMID
2514,3,III,BROMBENZEN
2515,6.1,III,BROMOFORM
2516,6.1,III,TETRABROMKOHLENSTOFF
2517,2,,"1-CHLOR-1,1DIFLUORETHAN (GAS ALS KÄLTEMITTEL R 142b)"
2518,6.1,III,"1,5,9-CYCLODODECATRIEN"
2520,3,III,CYCLOOCTADIENE
2521,6.1,I,"DIKETEN, STABILISIERT"
2522,6.1,II,"2-DIMETHYLAMINOETHYLMETHACRYLAT, STABILISIERT"
2524,3,III,ETHYLORTHOFORMIAT
2525,6.1,III,ETHYLOXALAT
2526,3,III,FURFURYLAMIN
2527,3,III,"ISOBUTYLACRYLAT, STABILISIERT"
2528,3,III,ISOBUTYLISOBUTYRAT
2529,3,III,ISOBUTTERSÄURE
2531,8,II,"METHACRYLSÄURE, STABILISIERT"
2533,6.1,III,METHYLTRICHLORACETAT
2534,2,,METHYLCHLORSILAN
2535,3,II,4-METHYLMORPHOLIN (NMETHYLMORPHOLIN)
2536,3,II,METHYLTETRAHYDROFURAN
2538,4.1,III,NITRONAPHTHALEN
2541,3,III,TERPINOLEN
2542,6.1,II,TRIBUTYLAMIN
2545,4.2,I,"HAFNIUM-PULVER, TROCKEN"
2545,4.2,II,"HAFNIUM-PULVER, TROCKEN"
2545,4.2,III,"HAFNIUM-PULVER, TROCKEN"
2546,4.2,I,"TITAN-PULVER, TROCKEN"
2546,4.2,II,"TITAN-PULVER, TROCKEN"
2546,4.2,III,"TITAN-PULVER, TROCKEN"
2547,5.1,I,NATRIUMSUPEROXID
2548,2,,CHLORPENTAFLUORID
2552,6.1,II,"HEXAFLUORACETONHYDRAT, FLÜSSIG"
2554,3,II,METHYLALLYLCHLORID
2555,4.1,II,NITROCELLULOSE MIT mindestens 25 Masse-% WASSER
2556,4.1,II,"NITROCELLULOSE MIT mindestens 25 Masse-% ALKOHOL und höchstens 12,6 % Stickstoff in der Trockenmasse"
2557,4.1,II,"NITROCELLULOSE, MISCHUNG mit höchstens 12,6 % Stickstoff in der Trockenmasse, MIT oder OHNE PLASTIFIZIERUNGSMITTEL, MIT oder OHNE PIGMENT"
2558,6.1,I,EPIBROMHYDRIN
2560,3,III,2-METHYLPENTAN-2-OL
2561,3,I,3-METHYLBUT-1-EN
2564,8,II,"TRICHLORESSIGSÄURE, LÖSUNG"
2564,8,III,"TRICHLORESSIGSÄURE, LÖSUNG"
2565,8,III,DICYCLOHEXYLAMIN
2567,6.1,II,NATRIUMPENTACHLORPHENOLAT
2570,6.1,I,CADMIUMVERBINDUNG
2570,6.1,II,CADMIUMVERBINDUNG
2570,6.1,III,CADMIUMVERBINDUNG
2571,8,II,ALKYLSCHWEFELSÄUREN
2572,6.1,II,PHENYLHYDRAZIN
2573,5.1,II,THALLIUMCHLORAT
2574,6.1,II,TRICRESYLPHOSPHAT mit mehr als 3 % ortho-Isomer
2576,8,II,"PHOSPHOROXYBROMID, GESCHMOLZEN"
2577,8,II,PHENYLACETYLCHLORID
2578,8,III,PHOSPHORTRIOXID
2579,8,III,PIPERAZIN
2580,8,III,"ALUMINIUMBROMID, LÖSUNG"
2581,8,III,"ALUMINIUMCHLORID, LÖSUNG"
2582,8,III,"EISEN(III)CHLORID, LÖSUNG"
2583,8,II,"ALKYLSULFONSÄUREN, FEST oder ARYLSULFONSÄUREN, FEST, mit mehr als 5 % freier Schwefelsäure"
2584,8,II,"ALKYLSULFONSÄUREN, FLÜSSIG oder ARYLSULFONSÄUREN, FLÜSSIG, mit mehr als 5 % freier Schwefelsäure"
2585,8,III,"ALKYLSULFONSÄUREN, FEST oder ARYLSULFONSÄUREN, FEST, mit höchstens 5 % freier Schwefelsäure"
2586,8,III,"ALKYLSULFONSÄUREN, FLÜSSIG oder ARYLSULFONSÄUREN, FLÜSSIG, mit höchstens 5 % freier Schwefelsäure"
2587,6.1,II,BENZOCHINON
2588,6.1,I,"PESTIZID, FEST, GIFTIG, N.A.G."
2588,6.1,II,"PESTIZID, FEST, GIFTIG, N.A.G."
2588,6.1,III,"PESTIZID, FEST, GIFTIG, N.A.G."
2589,6.1,II,VINYLCHLORACETAT
2590,9,III,"ASBEST, CHRYSOTIL"
2591,2,,"XENON, TIEFGEKÜHLT, FLÜSSIG"
2599,2,,"CHLORTRIFLUORMETHAN UND TRIFLUORMETHAN, AZEOTROPES GEMISCH mit ca. 60 % Chlortrifluormethan (GAS ALS KÄLTEMITTEL R 503)"
2601,2,,CYCLOBUTAN
2602,2,,"DICHLORDIFLUORMETHAN UND 1,1-DIFLUORETHAN, AZEOTROPES GEMISCH mit ca. 74 % Dichlordifluormethan (GAS ALS KÄLTEMITTEL R 500)"
2603,3,II,CYCLOHEPTATRIEN
2604,8,I,BORTRIFLUORIDDIETHYLETHERAT
2605,6.1,I,METHOXYMETHYLISOCYANAT
2606,6.1,I,METHYLORTHOSILICAT
2607,3,III,"ACROLEIN, DIMER, STABILISIERT"
2608,3,III,NITROPROPANE
2609,6.1,III,TRIALLYLBORAT
2610,3,III,TRIALLYLAMIN
2611,6.1,II,1-CHLORPROPAN-2-OL
2612,3,II,METHYLPROPYLETHER
2614,3,III,METHYLALLYLALKOHOL
2615,3,II,ETHYLPROPYLETHER
2616,3,II,TRIISOPROPYLBORAT
2616,3,III,TRIISOPROPYLBORAT
2617,3,III,"METHYLCYCLOHEXANOLE, entzündbar"
2618,3,III,"VINYLTOLUENE, STABILISIERT"
2619,8,II,BENZYLDIMETHYLAMIN
2620,3,III,AMYLBUTYRATE
2621,3,III,ACETYLMETHYLCARBINOL
2622,3,II,GLYCIDALDEHYD
2623,4.1,III,"FEUERANZÜNDER, FEST, mit entzündbarem flüssigem Stoff getränkt"
2624,4.3,II,MAGNESIUMSILICID
2626,5.1,II,"CHLORSÄURE, WÄSSERIGE LÖSUNG mit höchstens 10 % Säure"
2627,5.1,II,"NITRITE, ANORGANISCHE, N.A.G."
2628,6.1,I,KALIUMFLUORACETAT
2629,6.1,I,NATRIUMFLUORACETAT
2630,6.1,I,SELENATE oder SELENITE
2642,6.1,I,FLUORESSIGSÄURE
2643,6.1,II,METHYLBROMACETAT
2644,6.1,I,METHYLIODID
2645,6.1,II,PHENACYLBROMID
2646,6.1,I,HEXACHLORCYCLOPENTADIEN
2647,6.1,II,MALONONITRIL
2648,6.1,II,"1,2-DIBROMBUTAN-3-ON"
2649,6.1,II,"1,3-DICHLORACETON"
2650,6.1,II,"1,1-DICHLOR-1-NITROETHAN"
2651,6.1,III,"4,4'DIAMINODIPHENYLMETHAN"
2653,6.1,II,BENZYLIODID
2655,6.1,III,KALIUMFLUOROSILICAT
2656,6.1,III,CHINOLIN
2657,6.1,II,SELENDISULFID
2659,6.1,III,NATRIUMCHLORACETAT
2660,6.1,III,NITROTOLUIDINE (MONO)
2661,6.1,III,HEXACHLORACETON
2664,6.1,III,DIBROMMETHAN
2667,6.1,III,BUTYLTOLUENE
2668,6.1,I,CHLORACETONITRIL
2669,6.1,II,"CHLORCRESOLE, LÖSUNG"
2669,6.1,III,"CHLORCRESOLE, LÖSUNG"
2670,8,II,CYANURCHLORID
2671,6.1,II,"AMINOPYRIDINE (o-, m-, p-)"
2672,8,III,"AMMONIAKLÖSUNG in Wasser, relative Dichte zwischen 0,880 und 0,957 bei 15 °C, mit mehr als 10 %, aber höchstens 35 % Ammoniak"
2673,6.1,II,2-AMINO-4-CHLORPHENOL
2674,6.1,III,NATRIUMFLUOROSILICAT
2676,2,,ANTIMONWASSERSTOFF (STIBIN)
2677,8,II,RUBIDIUMHYDROXIDLÖSUNG
2677,8,III,RUBIDIUMHYDROXIDLÖSUNG
2678,8,II,RUBIDIUMHYDROXID
2679,8,II,LITHIUMHYDROXIDLÖSUNG
2679,8,III,LITHIUMHYDROXIDLÖSUNG
2680,8,II,LITHIUMHYDROXID
2681,8,II,CAESIUMHYDROXIDLÖSUNG
2681,8,III,CAESIUMHYDROXIDLÖSUNG
2682,8,II,CAESIUMHYDROXID
2683,8,II,"AMMONIUMSULFID, LÖSUNG"
2684,3,III,3-DIETHYLAMINOPROPYLAMIN
2685,8,II,"N,NDIETHYLETHYLENDIAMIN"
2686,8,II,2-DIETHYLAMINOETHANOL
2687,4.1,III,DICYCLOHEXYLAMMONIUMNITRIT
2688,6.1,III,1-BROM-3-CHLORPROPAN
2689,6.1,III,GLYCEROL-alphaMONOCHLORHYDRIN
2690,6.1,II,"N,n-BUTYLIMIDAZOL"
2691,8,II,PHOSPHORPENTABROMID
2692,8,I,BORTRIBROMID
2693,8,III,"HYDROGENSULFITE, WÄSSERIGE LÖSUNG, N.A.G."
2698,8,III,"TETRAHYDROPHTHALSÄUREANHYDRIDE mit mehr als 0,05 % Maleinsäureanhydrid"
2699,8,I,TRIFLUORESSIGSÄURE
2705,8,II,1-PENTOL
2707,3,II,DIMETHYLDIOXANE
2707,3,III,DIMETHYLDIOXANE
2709,3,III,BUTYLBENZENE
2710,3,III,DIPROPYLKETON
2713,6.1,III,ACRIDIN
2714,4.1,III,ZINKRESINAT
2715,4.1,III,ALUMINIUMRESINAT
2716,6.1,III,"BUTIN-1,4-DIOL"
2717,4.1,III,"CAMPHER, synthetisch"
2719,5.1,II,BARIUMBROMAT
2720,5.1,III,CHROMNITRAT
2721,5.1,II,KUPFERCHLORAT
2722,5.1,III,LITHIUMNITRAT
2723,5.1,II,MAGNESIUMCHLORAT
2724,5.1,III,MANGANNITRAT
2725,5.1,III,NICKELNITRAT
2726,5.1,III,NICKELNITRIT
2727,6.1,II,THALLIUMNITRAT
2728,5.1,III,ZIRKONIUMNITRAT
2729,6.1,III,HEXACHLORBENZEN
2730,6.1,III,"NITROANISOLE, FLÜSSIG"
2732,6.1,III,"NITROBROMBENZENE, FLÜSSIG"
2733,3,I,"AMINE, ENTZÜNDBAR, ÄTZEND, N.A.G. oder POLYAMINE, ENTZÜNDBAR, ÄTZEND, N.A.G."
2733,3,II,"AMINE, ENTZÜNDBAR, ÄTZEND, N.A.G. oder POLYAMINE, ENTZÜNDBAR, ÄTZEND, N.A.G."
2733,3,III,"AMINE, ENTZÜNDBAR, ÄTZEND, N.A.G. oder POLYAMINE, ENTZÜNDBAR, ÄTZEND, N.A.G."
2734,8,I,"AMINE, FLÜSSIG, ÄTZEND, ENTZÜNDBAR, N.A.G. oder POLYAMINE, FLÜSSIG, ÄTZEND, ENTZÜNDBAR, N.A.G."
2734,8,II,"AMINE, FLÜSSIG, ÄTZEND, ENTZÜNDBAR, N.A.G. oder POLYAMINE, FLÜSSIG, ÄTZEND, ENTZÜNDBAR, N.A.G."
2735,8,I,"AMINE, FLÜSSIG, ÄTZEND, N.A.G. oder POLYAMINE, FLÜSSIG, ÄTZEND, N.A.G."
2735,8,II,"AMINE, FLÜSSIG, ÄTZEND, N.A.G. oder POLYAMINE, FLÜSSIG, ÄTZEND, N.A.G."
2735,8,III,"AMINE, FLÜSSIG, ÄTZEND, N.A.G. oder POLYAMINE, FLÜSSIG, ÄTZEND, N.A.G."
2738,6.1,II,N-BUTYLANILIN
2739,8,III,BUTTERSÄUREANHYDRID
2740,6.1,I,n-PROPYLCHLORFORMIAT
2741,5.1,II,BARIUMHYPOCHLORIT mit mehr als 22 % aktivem Chlor
2742,6.1,II,"CHLORFORMIATE, GIFTIG, ÄTZEND, ENTZÜNDBAR, N.A.G."
2743,6.1,II,n-BUTYLCHLORFORMIAT
2744,6.1,II,CYCLOBUTYLCHLORFORMIAT
2745,6.1,II,CHLORMETHYLCHLORFORMIAT
2746,6.1,II,PHENYLCHLORFORMIAT
2747,6.1,III,tert-BUTYLCYCLOHEXYLCHLORFORMIAT
2748,6.1,II,2-ETHYLHEXYLCHLORFORMIAT
2749,3,I,TETRAMETHYLSILAN
2750,6.1,II,"1,3-DICHLORPROPAN-2-OL"
2751,8,II,DIETHYLTHIOPHOSPHORYLCHLORID
2752,3,III,"1,2-EPOXY-3ETHOXYPROPAN"
2753,6.1,III,"N-ETHYL-NBENZYLTOLUIDINE, FLÜSSIG"
2754,6.1,II,N-ETHYLTOLUIDINE
2757,6.1,I,"CARBAMAT-PESTIZID, FEST, GIFTIG"
2757,6.1,II,"CARBAMAT-PESTIZID, FEST, GIFTIG"
2757,6.1,III,"CARBAMAT-PESTIZID, FEST, GIFTIG"
2758,3,I,"CARBAMAT-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
2758,3,II,"CARBAMAT-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
2759,6.1,I,"ARSENHALTIGES PESTIZID, FEST, GIFTIG"
2759,6.1,II,"ARSENHALTIGES PESTIZID, FEST, GIFTIG"
2759,6.1,III,"ARSENHALTIGES PESTIZID, FEST, GIFTIG"
2760,3,I,"ARSENHALTIGES PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
2760,3,II,"ARSENHALTIGES PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
2761,6.1,I,"ORGANOCHLOR-PESTIZID, FEST, GIFTIG"
2761,6.1,II,"ORGANOCHLOR-PESTIZID, FEST, GIFTIG"
2761,6.1,III,"ORGANOCHLOR-PESTIZID, FEST, GIFTIG"
2762,3,I,"ORGANOCHLOR-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
2762,3,II,"ORGANOCHLOR-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
2763,6.1,I,"TRIAZIN-PESTIZID, FEST, GIFTIG"
2763,6.1,II,"TRIAZIN-PESTIZID, FEST, GIFTIG"
2763,6.1,III,"TRIAZIN-PESTIZID, FEST, GIFTIG"
2764,3,I,"TRIAZIN-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
2764,3,II,"TRIAZIN-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
2771,6.1,I,"THIOCARBAMAT-PESTIZID, FEST, GIFTIG"
2771,6.1,II,"THIOCARBAMAT-PESTIZID, FEST, GIFTIG"
2771,6.1,III,"THIOCARBAMAT-PESTIZID, FEST, GIFTIG"
2772,3,I,"THIOCARBAMAT-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
2772,3,II,"THIOCARBAMAT-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
2775,6.1,I,"KUPFERHALTIGES PESTIZID, FEST, GIFTIG"
2775,6.1,II,"KUPFERHALTIGES PESTIZID, FEST, GIFTIG"
2775,6.1,III,"KUPFERHALTIGES PESTIZID, FEST, GIFTIG"
2776,3,I,"KUPFERHALTIGES PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
2776,3,II,"KUPFERHALTIGES PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
2777,6.1,I,"QUECKSILBERHALTIGES PESTIZID, FEST, GIFTIG"
2777,6.1,II,"QUECKSILBERHALTIGES PESTIZID, FEST, GIFTIG"
2777,6.1,III,"QUECKSILBERHALTIGES PESTIZID, FEST, GIFTIG"
2778,3,I,"QUECKSILBERHALTIGES PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
2778,3,II,"QUECKSILBERHALTIGES PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
2779,6.1,I,"SUBSTITUIERTES NITROPHENOL-PESTIZID, FEST, GIFTIG"
2779,6.1,II,"SUBSTITUIERTES NITROPHENOL-PESTIZID, FEST, GIFTIG"
2779,6.1,III,"SUBSTITUIERTES NITROPHENOL-PESTIZID, FEST, GIFTIG"
2780,3,I,"SUBSTITUIERTES NITROPHENOL-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
2780,3,II,"SUBSTITUIERTES NITROPHENOL-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
2781,6.1,I,"BIPYRIDILIUM-PESTIZID, FEST, GIFTIG"
2781,6.1,II,"BIPYRIDILIUM-PESTIZID, FEST, GIFTIG"
2781,6.1,III,"BIPYRIDILIUM-PESTIZID, FEST, GIFTIG"
2782,3,I,"BIPYRIDILIUM-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
2782,3,II,"BIPYRIDILIUM-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
2783,6.1,I,"ORGANOPHOSPHORPESTIZID, FEST, GIFTIG"
2783,6.1,II,"ORGANOPHOSPHORPESTIZID, FEST, GIFTIG"
2783,6.1,III,"ORGANOPHOSPHORPESTIZID, FEST, GIFTIG"
2784,3,I,"ORGANOPHOSPHORPESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
2784,3,II,"ORGANOPHOSPHORPESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
2785,6.1,III,4-THIAPENTANAL
2786,6.1,I,"ORGANOZINN-PESTIZID, FEST, GIFTIG"
2786,6.1,II,"ORGANOZINN-PESTIZID, FEST, GIFTIG"
2786,6.1,III,"ORGANOZINN-PESTIZID, FEST, GIFTIG"
2787,3,I,"ORGANOZINN-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
2787,3,II,"ORGANOZINN-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
